id_pdv,mes,receita_bruta,receita_liquida,devolucoes,cmv,impostos,comissoes,aluguel,folha,energia,tecnologia,meta_receita,meta_margem,orcamento_mensal,cidade,regiao,canal,metragem_m2,data_abertura,lucro_bruto,despesas_variaveis,despesas_fixas,depreciacao_amortizacao,resultado_financeiro,ebitda,lucro_operacional,ir_csll,lucro_liquido,margem_bruta,margem_operacional,margem_ebitda,margem_liquida,receita_liquida_mes_anterior,var_receita_vs_mes_anterior,flag_margem_abaixo_10,flag_queda_receita_20,flag_ebitda_negativo,score_alerta,driver_principal,prioridade_risco,qtd_recomendacoes,recomendacoes
PDV001,2025-05-01,848240.8,799865.33,48375.47,513957.93,106023.27,50500.15,58700.03,91095.08,9845.47,4501.56,892953.84,0.1102,159323.25,Brasilia,Centro-Oeste,Shopping,111,2019-06-20,285907.4,156523.42,164142.13999999998,4924.2642,-11997.97995,-34758.16000000003,-39682.42420000003,0.0,-51680.40415000003,0.3574444213002706,-0.0496113817059679,-0.0434550151086058,-0.0646113817059679,882301.22,-0.0934328187826828,True,False,True,2,devolucoes_altas,alta,3,Auditar causas de devolucao por SKU e fornecedor e corrigir os principais ofensores. | Aplicar checklist de venda/troca para reduzir erro operacional e divergencia de expectativa. | Treinar equipe para orientar melhor o cliente e reduzir devolucoes por insatisfacao.
PDV001,2025-06-01,1021404.15,948195.76,73208.39,628102.51,119174.5,55193.73,58727.06,95947.83,10703.04,4554.62,1055001.22,0.0603,164013.09,Brasilia,Centro-Oeste,Shopping,111,2019-06-20,320093.25,174368.23,169932.55000000002,5097.976500000001,-14222.9364,-24207.530000000028,-29305.50650000003,0.0,-43528.44290000003,0.3375813977484986,-0.0309065993925136,-0.0255300972870834,-0.0459065993925136,799865.33,0.1854442547222294,True,False,True,2,devolucoes_altas,alta,3,Auditar causas de devolucao por SKU e fornecedor e corrigir os principais ofensores. | Aplicar checklist de venda/troca para reduzir erro operacional e divergencia de expectativa. | Treinar equipe para orientar melhor o cliente e reduzir devolucoes por insatisfacao.
PDV001,2025-07-01,896671.83,844680.03,51991.8,523248.35,106297.91,54661.38,58164.54,94886.94,11375.7,4638.59,926452.19,0.0721,164415.16,Brasilia,Centro-Oeste,Shopping,111,2019-06-20,321431.68000000005,160959.29,169065.77000000002,5071.9731,-12670.20045,-8593.379999999976,-13665.353099999977,0.0,-26335.55354999997,0.3805366157407557,-0.0161781415620776,-0.0101735328109982,-0.0311781415620776,948195.76,-0.109171264381102,True,False,True,2,devolucoes_altas,alta,3,Auditar causas de devolucao por SKU e fornecedor e corrigir os principais ofensores. | Aplicar checklist de venda/troca para reduzir erro operacional e divergencia de expectativa. | Treinar equipe para orientar melhor o cliente e reduzir devolucoes por insatisfacao.
PDV001,2025-08-01,1030965.67,958202.61,72763.07,615076.63,121066.2,47050.37,57420.08,93959.22,11278.47,4685.46,1112333.08,0.0633,170963.0,Brasilia,Centro-Oeste,Shopping,111,2019-06-20,343125.98,168116.57,167343.22999999998,5020.296899999999,-14373.03915,7666.179999999993,2645.8830999999936,0.0,-11727.156050000003,0.3580933472932202,0.0027612981559296,0.0080005835091599,-0.0122387018440703,844680.03,0.1343971397074463,True,False,False,1,devolucoes_altas,alta,3,Auditar causas de devolucao por SKU e fornecedor e corrigir os principais ofensores. | Aplicar checklist de venda/troca para reduzir erro operacional e divergencia de expectativa. | Treinar equipe para orientar melhor o cliente e reduzir devolucoes por insatisfacao.
PDV001,2025-09-01,999817.03,944633.8,55183.23,631385.75,119291.74,52643.68,57291.83,93567.95,11141.16,4523.35,1075596.21,0.0687,175616.93,Brasilia,Centro-Oeste,Shopping,111,2019-06-20,313248.05000000005,171935.42,166524.29,4995.7287,-14169.507,-25211.65999999997,-30207.38869999997,0.0,-44376.89569999997,0.3316079204449386,-0.0319778825403028,-0.0266893477662984,-0.0469778825403028,958202.61,-0.0141606898774779,True,False,True,2,devolucoes_altas,alta,3,Auditar causas de devolucao por SKU e fornecedor e corrigir os principais ofensores. | Aplicar checklist de venda/troca para reduzir erro operacional e divergencia de expectativa. | Treinar equipe para orientar melhor o cliente e reduzir devolucoes por insatisfacao.
PDV001,2025-10-01,996773.47,918648.01,78125.46,596657.57,125488.36,57094.1,58814.87,95893.97,11837.04,4740.57,1037369.63,0.0767,169654.17,Brasilia,Centro-Oeste,Shopping,111,2019-06-20,321990.44000000006,182582.46,171286.45,5138.5935,-13779.72015,-31878.469999999943,-37017.063499999946,0.0,-50796.78364999995,0.3505046943932313,-0.0402951545064577,-0.0347015066194939,-0.0552951545064577,944633.8,-0.0275088505196405,True,False,True,2,devolucoes_altas,alta,3,Auditar causas de devolucao por SKU e fornecedor e corrigir os principais ofensores. | Aplicar checklist de venda/troca para reduzir erro operacional e divergencia de expectativa. | Treinar equipe para orientar melhor o cliente e reduzir devolucoes por insatisfacao.
PDV001,2025-11-01,1132846.1,1053961.87,78884.23,694746.63,131653.93,50948.01,56085.06,93048.08,10804.66,4535.72,1209801.03,0.0735,167310.01,Brasilia,Centro-Oeste,Shopping,111,2019-06-20,359215.2400000001,182601.94,164473.52000000002,4934.2056,-15809.42805,12139.780000000086,7205.574400000086,0.0,-8603.853649999914,0.3408237529503796,0.0068366556752191,0.0115182345258847,-0.0081633443247808,918648.01,0.1472967431780536,True,False,False,1,devolucoes_altas,alta,3,Auditar causas de devolucao por SKU e fornecedor e corrigir os principais ofensores. | Aplicar checklist de venda/troca para reduzir erro operacional e divergencia de expectativa. | Treinar equipe para orientar melhor o cliente e reduzir devolucoes por insatisfacao.
PDV001,2025-12-01,1336652.74,1246340.91,90311.82,819154.46,166546.8,71155.7,60869.67,93220.1,12691.24,4811.05,1431580.66,0.1042,179938.34,Brasilia,Centro-Oeste,Shopping,111,2019-06-20,427186.45,237702.5,171592.06,5147.761799999999,-18695.11365,17891.889999999956,12744.128199999956,0.0,-5950.985450000044,0.3427524897662229,0.0102252346029466,0.0143555345543459,-0.0047747653970533,1053961.87,0.1825294116190368,True,False,False,1,devolucoes_altas,alta,3,Auditar causas de devolucao por SKU e fornecedor e corrigir os principais ofensores. | Aplicar checklist de venda/troca para reduzir erro operacional e divergencia de expectativa. | Treinar equipe para orientar melhor o cliente e reduzir devolucoes por insatisfacao.
PDV002,2024-07-01,360664.51,349072.97,11591.54,185052.26,36166.63,25497.1,35776.58,39124.74,4636.01,2688.64,399138.16,0.1797,85285.64,Sao Paulo,Sudeste,Quiosque,28,2022-10-12,164020.70999999996,61663.73,82225.97,2466.7791,-5236.09455,20131.00999999997,17664.230899999966,2982.752723999992,9445.383625999972,0.4698751381408877,0.0506032618337649,0.0576699192721795,0.0270584789936613,,,True,False,False,1,ticket_baixo,media,2,Ajustar mix e precificacao local para aumentar ticket medio e margem de contribuicao. | Ativar campanha local de upsell e cross-sell com foco em categorias de maior margem.
PDV002,2024-08-01,347913.37,340142.17,7771.2,188958.23,38495.55,21392.42,35774.48,40155.55,5076.98,2825.8,381627.68,0.1792,85140.34,Sao Paulo,Sudeste,Quiosque,28,2022-10-12,151183.93999999997,59887.97,83832.81,2514.9843,-5102.132549999999,7463.159999999974,4948.175699999974,0.0,-153.95685000002504,0.4444727920680931,0.0145473749991069,0.0219412958998879,-0.000452625000893,349072.97,-0.0255843355617021,True,False,False,1,ticket_baixo,media,2,Ajustar mix e precificacao local para aumentar ticket medio e margem de contribuicao. | Ativar campanha local de upsell e cross-sell com foco em categorias de maior margem.
PDV002,2024-09-01,347910.65,336327.48,11583.16,195421.19,36970.06,24780.82,35284.01,40179.73,5267.38,2851.61,363383.67,0.1735,80612.61,Sao Paulo,Sudeste,Quiosque,28,2022-10-12,140906.28999999998,61750.88,83582.73000000001,2507.4819,-5044.9122,-4427.320000000036,-6934.801900000037,0.0,-11979.714100000036,0.4189556262247735,-0.0206191950179034,-0.0131637176956222,-0.0356191950179035,340142.17,-0.0112149869567774,True,False,True,2,ticket_baixo,media,2,Ajustar mix e precificacao local para aumentar ticket medio e margem de contribuicao. | Ativar campanha local de upsell e cross-sell com foco em categorias de maior margem.
PDV002,2024-10-01,353962.7,343161.86,10800.85,198074.48,33702.77,19899.73,33769.44,39324.11,5018.68,2869.21,383559.74,0.1634,78212.76,Sao Paulo,Sudeste,Quiosque,28,2022-10-12,145087.37999999998,53602.5,80981.44000000002,2429.4432000000006,-5147.4279,10503.43999999996,8073.996799999958,702.37653599999,2224.1923639999686,0.4227957617434524,0.0235282464082691,0.0306078303690274,0.0064814672702845,336327.48,0.020320611327983,True,False,False,1,ticket_baixo,media,2,Ajustar mix e precificacao local para aumentar ticket medio e margem de contribuicao. | Ativar campanha local de upsell e cross-sell com foco em categorias de maior margem.
PDV002,2024-11-01,393782.02,377981.29,15800.73,213847.68,43814.54,24784.32,37141.53,40074.6,4920.59,2843.18,432381.3,0.1338,85819.64,Sao Paulo,Sudeste,Quiosque,28,2022-10-12,164133.61,68598.86,84979.9,2549.397,-5669.719349999999,10554.849999999991,8005.452999999991,560.576075999998,1775.157573999994,0.4342373930730804,0.0211794954189398,0.0279242657751657,0.0046964165183943,343161.86,0.1014664916433312,True,False,False,1,ticket_baixo,media,2,Ajustar mix e precificacao local para aumentar ticket medio e margem de contribuicao. | Ativar campanha local de upsell e cross-sell com foco em categorias de maior margem.
PDV002,2024-12-01,433081.6,418244.74,14836.86,236308.89,47213.51,24315.31,36228.21,40905.68,5706.55,2856.04,461602.88,0.1315,87397.36,Sao Paulo,Sudeste,Quiosque,28,2022-10-12,181935.85,71528.82,85696.48,2570.8944,-6273.6711,24710.549999999974,22139.655599999973,3807.8362799999936,12058.14821999998,0.434998536981003,0.0529346898660338,0.0590815559330165,0.0288303642981857,377981.29,0.1065223360658935,True,False,False,1,ticket_baixo,media,2,Ajustar mix e precificacao local para aumentar ticket medio e margem de contribuicao. | Ativar campanha local de upsell e cross-sell com foco em categorias de maior margem.
PDV002,2025-01-01,320464.71,311611.33,8853.38,175385.67,32360.55,22700.45,36626.47,40126.14,5841.11,2761.15,354772.67,0.1647,89339.24,Sao Paulo,Sudeste,Quiosque,28,2022-10-12,136225.66,55061.0,85354.87,2560.6461,-4674.16995,-4190.209999999992,-6750.856099999992,0.0,-11425.026049999991,0.4371652981937466,-0.0216643473778697,-0.0134469115741073,-0.0366643473778697,418244.74,-0.2549545751609452,True,True,True,3,ticket_baixo,media,2,Ajustar mix e precificacao local para aumentar ticket medio e margem de contribuicao. | Ativar campanha local de upsell e cross-sell com foco em categorias de maior margem.
PDV002,2025-02-01,369413.15,360025.87,9387.28,197087.2,41039.61,26920.25,34517.73,40671.3,6192.06,2812.05,381705.66,0.1644,84948.35,Sao Paulo,Sudeste,Quiosque,28,2022-10-12,162938.66999999998,67959.86,84193.14,2525.7942,-5400.38805,10785.669999999984,8259.875799999983,686.2770599999961,2173.210689999988,0.4525748941319133,0.0229424507744401,0.0299580416262864,0.0060362625885745,311611.33,0.1553683558296803,True,False,False,1,ticket_baixo,media,2,Ajustar mix e precificacao local para aumentar ticket medio e margem de contribuicao. | Ativar campanha local de upsell e cross-sell com foco em categorias de maior margem.
PDV002,2025-03-01,370323.67,362685.91,7637.76,205903.39,39573.67,26264.42,35133.29,39981.16,5911.01,2959.74,382528.68,0.1361,81034.79,Sao Paulo,Sudeste,Quiosque,28,2022-10-12,156782.51999999996,65838.09,83985.20000000001,2519.556,-5440.28865,6959.229999999952,4439.673999999952,0.0,-1000.6146500000476,0.4322818054883907,0.0122410986409699,0.0191880351789788,-0.00275890135903,360025.87,0.0073884690564041,True,False,False,1,ticket_baixo,media,2,Ajustar mix e precificacao local para aumentar ticket medio e margem de contribuicao. | Ativar campanha local de upsell e cross-sell com foco em categorias de maior margem.
PDV002,2025-04-01,349356.27,341169.33,8186.95,193334.47,36757.05,18599.48,36419.32,40864.55,4919.57,3007.23,383820.28,0.1103,86187.43,Sao Paulo,Sudeste,Quiosque,28,2022-10-12,147834.86000000002,55356.53,85210.67,2556.3201,-5117.53995,7267.660000000018,4711.339900000018,0.0,-406.2000499999822,0.4333181414636539,0.0138093887278789,0.0213022079094859,-0.001190611272121,362685.91,-0.0593256572884233,True,False,False,1,ticket_baixo,media,2,Ajustar mix e precificacao local para aumentar ticket medio e margem de contribuicao. | Ativar campanha local de upsell e cross-sell com foco em categorias de maior margem.
PDV002,2025-05-01,368244.72,356992.4,11252.32,197706.84,43108.22,20066.97,33704.72,42191.97,5571.32,2905.81,396682.64,0.1378,83317.66,Sao Paulo,Sudeste,Quiosque,28,2022-10-12,159285.56000000003,63175.19,84373.82,2531.2146,-5354.886,11736.550000000016,9205.335400000018,924.1078560000042,2926.341544000013,0.4461875378859606,0.0257858021627351,0.0328761900813575,0.0081972096436787,341169.33,0.0463789344722165,True,False,False,1,ticket_baixo,media,2,Ajustar mix e precificacao local para aumentar ticket medio e margem de contribuicao. | Ativar campanha local de upsell e cross-sell com foco em categorias de maior margem.
PDV002,2025-06-01,363975.07,349612.34,14362.73,198529.0,36223.89,23909.87,37800.9,41001.75,4999.71,2928.36,391633.44,0.1798,89340.29,Sao Paulo,Sudeste,Quiosque,28,2022-10-12,151083.34000000003,60133.76,86730.72,2601.9216,-5244.185100000001,4218.86000000003,1616.9384000000296,0.0,-3627.246699999971,0.4321453298816627,0.0046249465908441,0.0120672514019385,-0.0103750534091558,356992.4,-0.0206728770696519,True,False,False,1,ticket_baixo,media,2,Ajustar mix e precificacao local para aumentar ticket medio e margem de contribuicao. | Ativar campanha local de upsell e cross-sell com foco em categorias de maior margem.
PDV002,2025-07-01,366411.38,354795.94,11615.44,208515.14,39571.45,26670.19,35048.68,41475.63,5145.34,2892.68,396003.95,0.134,84734.68,Sao Paulo,Sudeste,Quiosque,28,2022-10-12,146280.8,66241.64,84562.32999999999,2536.8699,-5321.9391,-4523.169999999998,-7060.039899999998,0.0,-12381.978999999998,0.4122955860205164,-0.019898874547437,-0.0127486520843502,-0.034898874547437,349612.34,0.0148267077758181,True,False,True,2,ticket_baixo,media,2,Ajustar mix e precificacao local para aumentar ticket medio e margem de contribuicao. | Ativar campanha local de upsell e cross-sell com foco em categorias de maior margem.
PDV002,2025-08-01,346417.74,336854.92,9562.81,186904.6,37757.56,17366.8,34671.35,41481.31,4986.28,2799.62,373181.83,0.1557,83093.99,Sao Paulo,Sudeste,Quiosque,28,2022-10-12,149950.31999999998,55124.36,83938.56,2518.1568,-5052.823799999999,10887.39999999998,8369.243199999979,795.9406559999951,2520.4787439999845,0.4451480773978304,0.0248452455436897,0.0323207391478799,0.0074823866132042,354795.94,-0.0505671513603003,True,False,False,1,ticket_baixo,media,2,Ajustar mix e precificacao local para aumentar ticket medio e margem de contribuicao. | Ativar campanha local de upsell e cross-sell com foco em categorias de maior margem.
PDV002,2025-09-01,358135.13,344662.43,13472.71,205324.4,39670.36,22819.83,36067.06,41884.72,5232.74,3032.19,388206.95,0.167,90549.57,Sao Paulo,Sudeste,Quiosque,28,2022-10-12,139338.03,62490.19,86216.71,2586.5013,-5169.93645,-9368.87000000001,-11955.37130000001,0.0,-17125.30775000001,0.4042739152045089,-0.0346871903038576,-0.0271827422559517,-0.0496871903038576,336854.92,0.0231776635472624,True,False,True,2,ticket_baixo,media,2,Ajustar mix e precificacao local para aumentar ticket medio e margem de contribuicao. | Ativar campanha local de upsell e cross-sell com foco em categorias de maior margem.
PDV002,2025-10-01,383613.08,367827.15,15785.93,214245.58,40396.61,22261.59,36590.76,41021.76,5312.31,2831.74,398282.53,0.1129,84436.49,Sao Paulo,Sudeste,Quiosque,28,2022-10-12,153581.57000000004,62658.2,85756.57,2572.6971000000003,-5517.40725,5166.800000000032,2594.102900000032,0.0,-2923.3043499999685,0.4175373405687971,0.0070525052324169,0.0140468151956701,-0.007947494767583,344662.43,0.0672098783728765,True,False,False,1,ticket_baixo,media,2,Ajustar mix e precificacao local para aumentar ticket medio e margem de contribuicao. | Ativar campanha local de upsell e cross-sell com foco em categorias de maior margem.
PDV002,2025-11-01,398242.7,385014.9,13227.8,222030.98,42778.11,21668.48,36341.36,42298.45,4929.5,2918.29,419813.8,0.1376,86631.25,Sao Paulo,Sudeste,Quiosque,28,2022-10-12,162983.92,64446.59,86487.59999999999,2594.628,-5775.2235,12049.730000000023,9455.102000000024,883.1708400000058,2796.7076600000187,0.4233184741681426,0.0245577560764532,0.0312967887736293,0.0072638946181044,367827.15,0.0467277904852863,True,False,False,1,ticket_baixo,media,2,Ajustar mix e precificacao local para aumentar ticket medio e margem de contribuicao. | Ativar campanha local de upsell e cross-sell com foco em categorias de maior margem.
PDV002,2025-12-01,500551.15,487264.71,13286.44,272773.59,54239.33,26791.79,35054.74,42068.77,5830.39,2918.65,525993.1,0.1326,84519.91,Sao Paulo,Sudeste,Quiosque,28,2022-10-12,214491.12,81031.12,85872.54999999999,2576.1765,-7308.97065,47587.45000000001,45011.27350000001,9048.552684000002,28653.750166000005,0.4401942426735562,0.0923754020684157,0.0976624184419183,0.0588053055719959,385014.9,0.2655736440329972,True,False,False,1,ticket_baixo,media,2,Ajustar mix e precificacao local para aumentar ticket medio e margem de contribuicao. | Ativar campanha local de upsell e cross-sell com foco em categorias de maior margem.
PDV003,2024-07-01,399225.96,372686.9,26539.06,242045.99,35891.51,13197.56,40134.22,68471.77,7450.3,3629.14,435888.88,0.0913,117941.18,Brasilia,Centro-Oeste,Rua,69,2021-09-17,130640.91000000005,49089.07,119685.43,3590.5629,-5590.3035,-38133.58999999998,-41724.15289999998,0.0,-47314.45639999998,0.3505379716861527,-0.1119549758792165,-0.1023207147876675,-0.1269549758792165,,,True,False,True,2,devolucoes_altas,alta,3,Auditar causas de devolucao por SKU e fornecedor e corrigir os principais ofensores. | Aplicar checklist de venda/troca para reduzir erro operacional e divergencia de expectativa. | Treinar equipe para orientar melhor o cliente e reduzir devolucoes por insatisfacao.
PDV003,2024-08-01,420247.39,388790.88,31456.51,255989.12,42473.37,16323.32,40993.1,68212.0,7091.25,3691.03,446774.29,0.0591,116125.09,Brasilia,Centro-Oeste,Rua,69,2021-09-17,132801.76,58796.69,119987.38,3599.6214,-5831.8632,-45982.31,-49581.9314,0.0,-55413.7946,0.3415763250413693,-0.1275285351343632,-0.1182700324657821,-0.1425285351343632,372686.9,0.0432104804327706,True,False,True,2,devolucoes_altas,alta,3,Auditar causas de devolucao por SKU e fornecedor e corrigir os principais ofensores. | Aplicar checklist de venda/troca para reduzir erro operacional e divergencia de expectativa. | Treinar equipe para orientar melhor o cliente e reduzir devolucoes por insatisfacao.
PDV003,2024-09-01,412456.75,388067.65,24389.1,241883.83,36769.18,23363.03,41974.44,69449.65,7056.59,3707.52,428988.88,0.0486,125769.48,Brasilia,Centro-Oeste,Rua,69,2021-09-17,146183.82000000004,60132.21,122188.2,3665.646,-5821.01475,-36136.58999999995,-39802.23599999995,0.0,-45623.25074999996,0.3766967434672795,-0.1025651996501124,-0.093119305358228,-0.1175651996501124,388790.88,-0.0018602030994142,True,False,True,2,devolucoes_altas,alta,3,Auditar causas de devolucao por SKU e fornecedor e corrigir os principais ofensores. | Aplicar checklist de venda/troca para reduzir erro operacional e divergencia de expectativa. | Treinar equipe para orientar melhor o cliente e reduzir devolucoes por insatisfacao.
PDV003,2024-10-01,473166.78,450435.32,22731.45,284169.83,45921.92,27482.73,41237.07,67617.97,7072.35,3622.19,507658.76,0.0773,118033.53,Brasilia,Centro-Oeste,Rua,69,2021-09-17,166265.49,73404.65,119549.58000000002,3586.4874000000004,-6756.5298,-26688.74000000002,-30275.22740000002,0.0,-37031.75720000002,0.3691217864531582,-0.0672132624946019,-0.059250993017155,-0.0822132624946019,388067.65,0.1607133962338782,True,False,True,2,devolucoes_altas,alta,3,Auditar causas de devolucao por SKU e fornecedor e corrigir os principais ofensores. | Aplicar checklist de venda/troca para reduzir erro operacional e divergencia de expectativa. | Treinar equipe para orientar melhor o cliente e reduzir devolucoes por insatisfacao.
