id_pdv,mes,receita_bruta,receita_liquida,devolucoes,cmv,impostos,comissoes,aluguel,folha,energia,tecnologia,meta_receita,meta_margem,orcamento_mensal,cidade,regiao,canal,metragem_m2,data_abertura,lucro_bruto,despesas_variaveis,despesas_fixas,depreciacao_amortizacao,resultado_financeiro,ebitda,lucro_operacional,ir_csll,lucro_liquido,margem_bruta,margem_operacional,margem_ebitda,margem_liquida,receita_liquida_mes_anterior,var_receita_vs_mes_anterior,flag_margem_abaixo_10,flag_queda_receita_20,flag_ebitda_negativo,score_alerta
PDV001,2025-07-01,896671.83,844680.03,51991.8,523248.35,106297.91,54661.38,58164.54,94886.94,11375.7,4638.59,926452.19,0.0721,164415.16,Brasilia,Centro-Oeste,Shopping,111,2019-06-20,321431.68000000005,160959.29,169065.77000000002,5071.9731,-12670.20045,-8593.379999999976,-13665.353099999975,0.0,-26335.553549999975,0.38053661574075576,-0.016178141562077624,-0.010173532810998236,-0.031178141562077624,948195.76,-0.10917126438110203,True,False,True,2
PDV001,2025-08-01,1030965.67,958202.61,72763.07,615076.63,121066.2,47050.37,57420.08,93959.22,11278.47,4685.46,1112333.08,0.0633,170963.0,Brasilia,Centro-Oeste,Shopping,111,2019-06-20,343125.98,168116.57,167343.22999999998,5020.296899999999,-14373.039149999999,7666.179999999993,2645.8830999999936,0.0,-11727.156050000005,0.3580933472932202,0.002761298155929667,0.00800058350915992,-0.012238701844070332,844680.03,0.13439713970744638,True,False,False,1
PDV001,2025-09-01,999817.03,944633.8,55183.23,631385.75,119291.74,52643.68,57291.83,93567.95,11141.16,4523.35,1075596.21,0.0687,175616.93,Brasilia,Centro-Oeste,Shopping,111,2019-06-20,313248.05000000005,171935.42,166524.29,4995.7287,-14169.507,-25211.659999999974,-30207.388699999974,0.0,-44376.89569999997,0.3316079204449386,-0.03197788254030289,-0.026689347766298405,-0.046977882540302884,958202.61,-0.014160689877477983,True,False,True,2
PDV001,2025-10-01,996773.47,918648.01,78125.46,596657.57,125488.36,57094.1,58814.87,95893.97,11837.04,4740.57,1037369.63,0.0767,169654.17,Brasilia,Centro-Oeste,Shopping,111,2019-06-20,321990.44000000006,182582.46,171286.45,5138.5935,-13779.72015,-31878.469999999943,-37017.063499999946,0.0,-50796.78364999995,0.3505046943932313,-0.04029515450645775,-0.03470150661949395,-0.05529515450645775,944633.8,-0.027508850519640582,True,False,True,2
PDV001,2025-11-01,1132846.1,1053961.87,78884.23,694746.63,131653.93,50948.01,56085.06,93048.08,10804.66,4535.72,1209801.03,0.0735,167310.01,Brasilia,Centro-Oeste,Shopping,111,2019-06-20,359215.2400000001,182601.94,164473.52000000002,4934.2056,-15809.42805,12139.780000000086,7205.574400000086,0.0,-8603.853649999914,0.3408237529503796,0.006836655675219148,0.011518234525884779,-0.008163344324780851,918648.01,0.14729674317805364,True,False,False,1
PDV001,2025-12-01,1336652.74,1246340.91,90311.82,819154.46,166546.8,71155.7,60869.67,93220.1,12691.24,4811.05,1431580.66,0.1042,179938.34,Brasilia,Centro-Oeste,Shopping,111,2019-06-20,427186.44999999995,237702.5,171592.06,5147.761799999999,-18695.11365,17891.889999999956,12744.128199999956,0.0,-5950.985450000044,0.3427524897662229,0.010225234602946602,0.014355534554345935,-0.004774765397053398,1053961.87,0.1825294116190368,True,False,False,1
PDV002,2024-07-01,360664.51,349072.97,11591.54,185052.26,36166.63,25497.1,35776.58,39124.74,4636.01,2688.64,399138.16,0.1797,85285.64,Sao Paulo,Sudeste,Quiosque,28,2022-10-12,164020.70999999996,61663.729999999996,82225.97,2466.7790999999997,-5236.09455,20131.009999999966,17664.230899999966,2982.7527239999918,9445.383625999973,0.46987513814088777,0.05060326183376492,0.05766991927217959,0.027058478993661338,,,True,False,False,1
PDV002,2024-08-01,347913.37,340142.17,7771.2,188958.23,38495.55,21392.42,35774.48,40155.55,5076.98,2825.8,381627.68,0.1792,85140.34,Sao Paulo,Sudeste,Quiosque,28,2022-10-12,151183.93999999997,59887.97,83832.81,2514.9842999999996,-5102.132549999999,7463.159999999974,4948.175699999974,0.0,-153.95685000002504,0.4444727920680931,0.014547374999106917,0.021941295899887903,-0.0004526250008930826,349072.97,-0.025584335561702143,True,False,False,1
PDV002,2024-09-01,347910.65,336327.48,11583.16,195421.19,36970.06,24780.82,35284.01,40179.73,5267.38,2851.61,363383.67,0.1735,80612.61,Sao Paulo,Sudeste,Quiosque,28,2022-10-12,140906.28999999998,61750.88,83582.73000000001,2507.4819,-5044.9122,-4427.320000000036,-6934.801900000037,0.0,-11979.714100000037,0.4189556262247735,-0.020619195017903495,-0.013163717695622244,-0.0356191950179035,340142.17,-0.011214986956777473,True,False,True,2
PDV002,2024-10-01,353962.7,343161.86,10800.85,198074.48,33702.77,19899.73,33769.44,39324.11,5018.68,2869.21,383559.74,0.1634,78212.76,Sao Paulo,Sudeste,Quiosque,28,2022-10-12,145087.37999999998,53602.5,80981.44000000002,2429.4432000000006,-5147.4279,10503.439999999959,8073.996799999958,702.37653599999,2224.1923639999686,0.42279576174345246,0.023528246408269143,0.030607830369027488,0.006481467270284549,336327.48,0.020320611327983018,True,False,False,1
PDV002,2024-11-01,393782.02,377981.29,15800.73,213847.68,43814.54,24784.32,37141.53,40074.6,4920.59,2843.18,432381.3,0.1338,85819.64,Sao Paulo,Sudeste,Quiosque,28,2022-10-12,164133.61,68598.86,84979.9,2549.397,-5669.719349999999,10554.849999999991,8005.452999999991,560.576075999998,1775.157573999994,0.4342373930730804,0.021179495418939896,0.027924265775165727,0.004696416518394321,343161.86,0.10146649164333121,True,False,False,1
PDV002,2024-12-01,433081.6,418244.74,14836.86,236308.89,47213.51,24315.31,36228.21,40905.68,5706.55,2856.04,461602.88,0.1315,87397.36,Sao Paulo,Sudeste,Quiosque,28,2022-10-12,181935.84999999998,71528.82,85696.48,2570.8943999999997,-6273.6711,24710.549999999974,22139.655599999973,3807.8362799999936,12058.14821999998,0.434998536981003,0.05293468986603388,0.059081555933016575,0.028830364298185744,377981.29,0.10652233606589356,True,False,False,1
PDV002,2025-01-01,320464.71,311611.33,8853.38,175385.67,32360.55,22700.45,36626.47,40126.14,5841.11,2761.15,354772.67,0.1647,89339.24,Sao Paulo,Sudeste,Quiosque,28,2022-10-12,136225.66,55061.0,85354.87,2560.6461,-4674.16995,-4190.209999999992,-6750.856099999992,0.0,-11425.026049999993,0.43716529819374667,-0.021664347377869705,-0.013446911574107372,-0.03666434737786971,418244.74,-0.2549545751609452,True,True,True,3
PDV002,2025-02-01,369413.15,360025.87,9387.28,197087.2,41039.61,26920.25,34517.73,40671.3,6192.06,2812.05,381705.66,0.1644,84948.35,Sao Paulo,Sudeste,Quiosque,28,2022-10-12,162938.66999999998,67959.86,84193.14,2525.7942,-5400.38805,10785.669999999984,8259.875799999983,686.2770599999961,2173.2106899999876,0.4525748941319133,0.022942450774440137,0.029958041626286423,0.006036262588574503,311611.33,0.15536835582968034,True,False,False,1
PDV002,2025-03-01,370323.67,362685.91,7637.76,205903.39,39573.67,26264.42,35133.29,39981.16,5911.01,2959.74,382528.68,0.1361,81034.79,Sao Paulo,Sudeste,Quiosque,28,2022-10-12,156782.51999999996,65838.09,83985.20000000001,2519.556,-5440.2886499999995,6959.229999999952,4439.673999999952,0.0,-1000.6146500000477,0.4322818054883907,0.012241098640969957,0.019188035178978838,-0.002758901359030043,360025.87,0.007388469056404112,True,False,False,1
PDV002,2025-04-01,349356.27,341169.33,8186.95,193334.47,36757.05,18599.48,36419.32,40864.55,4919.57,3007.23,383820.28,0.1103,86187.43,Sao Paulo,Sudeste,Quiosque,28,2022-10-12,147834.86000000002,55356.53,85210.67,2556.3201,-5117.53995,7267.660000000018,4711.339900000018,0.0,-406.2000499999822,0.4333181414636539,0.013809388727878963,0.021302207909485938,-0.0011906112721210378,362685.91,-0.05932565728842332,True,False,False,1
PDV002,2025-05-01,368244.72,356992.4,11252.32,197706.84,43108.22,20066.97,33704.72,42191.97,5571.32,2905.81,396682.64,0.1378,83317.66,Sao Paulo,Sudeste,Quiosque,28,2022-10-12,159285.56000000003,63175.19,84373.82,2531.2146000000002,-5354.886,11736.550000000017,9205.335400000018,924.1078560000042,2926.3415440000135,0.44618753788596066,0.025785802162735166,0.032876190081357524,0.008197209643678727,341169.33,0.046378934472216526,True,False,False,1
PDV002,2025-06-01,363975.07,349612.34,14362.73,198529.0,36223.89,23909.87,37800.9,41001.75,4999.71,2928.36,391633.44,0.1798,89340.29,Sao Paulo,Sudeste,Quiosque,28,2022-10-12,151083.34000000003,60133.759999999995,86730.72,2601.9216,-5244.185100000001,4218.86000000003,1616.9384000000296,0.0,-3627.246699999971,0.4321453298816627,0.004624946590844103,0.012067251401938586,-0.010375053409155897,356992.4,-0.02067287706965193,True,False,False,1
PDV002,2025-07-01,366411.38,354795.94,11615.44,208515.14,39571.45,26670.19,35048.68,41475.63,5145.34,2892.68,396003.95,0.134,84734.68,Sao Paulo,Sudeste,Quiosque,28,2022-10-12,146280.8,66241.64,84562.32999999999,2536.8698999999997,-5321.9391,-4523.169999999998,-7060.039899999998,0.0,-12381.978999999998,0.4122955860205164,-0.019898874547437037,-0.012748652084350227,-0.03489887454743704,349612.34,0.014826707775818182,True,False,True,2
PDV002,2025-08-01,346417.74,336854.92,9562.81,186904.6,37757.56,17366.8,34671.35,41481.31,4986.28,2799.62,373181.83,0.1557,83093.99,Sao Paulo,Sudeste,Quiosque,28,2022-10-12,149950.31999999998,55124.36,83938.56,2518.1567999999997,-5052.823799999999,10887.39999999998,8369.243199999979,795.9406559999951,2520.4787439999845,0.44514807739783047,0.024845245543689786,0.03232073914787999,0.007482386613204238,354795.94,-0.05056715136030032,True,False,False,1
PDV002,2025-09-01,358135.13,344662.43,13472.71,205324.4,39670.36,22819.83,36067.06,41884.72,5232.74,3032.19,388206.95,0.167,90549.57,Sao Paulo,Sudeste,Quiosque,28,2022-10-12,139338.03,62490.19,86216.71,2586.5013,-5169.93645,-9368.87000000001,-11955.37130000001,0.0,-17125.30775000001,0.40427391520450895,-0.03468719030385763,-0.027182742255951745,-0.04968719030385763,336854.92,0.023177663547262473,True,False,True,2
PDV002,2025-10-01,383613.08,367827.15,15785.93,214245.58,40396.61,22261.59,36590.76,41021.76,5312.31,2831.74,398282.53,0.1129,84436.49,Sao Paulo,Sudeste,Quiosque,28,2022-10-12,153581.57000000004,62658.2,85756.57,2572.6971000000003,-5517.40725,5166.800000000032,2594.1029000000317,0.0,-2923.3043499999685,0.41753734056879716,0.007052505232416997,0.014046815195670118,-0.007947494767583003,344662.43,0.06720987837287651,True,False,False,1
PDV002,2025-11-01,398242.7,385014.9,13227.8,222030.98,42778.11,21668.48,36341.36,42298.45,4929.5,2918.29,419813.8,0.1376,86631.25,Sao Paulo,Sudeste,Quiosque,28,2022-10-12,162983.92,64446.59,86487.59999999999,2594.6279999999997,-5775.2235,12049.730000000025,9455.102000000024,883.1708400000058,2796.7076600000187,0.4233184741681426,0.02455775607645321,0.03129678877362934,0.007263894618104438,367827.15,0.0467277904852863,True,False,False,1
PDV002,2025-12-01,500551.15,487264.71,13286.44,272773.59,54239.33,26791.79,35054.74,42068.77,5830.39,2918.65,525993.1,0.1326,84519.91,Sao Paulo,Sudeste,Quiosque,28,2022-10-12,214491.12,81031.12,85872.54999999999,2576.1764999999996,-7308.97065,47587.45000000001,45011.27350000001,9048.552684000002,28653.750166000005,0.4401942426735562,0.09237540206841577,0.09766241844191838,0.05880530557199598,385014.9,0.2655736440329972,True,False,False,1
PDV003,2024-07-01,399225.96,372686.9,26539.06,242045.99,35891.51,13197.56,40134.22,68471.77,7450.3,3629.14,435888.88,0.0913,117941.18,Brasilia,Centro-Oeste,Rua,69,2021-09-17,130640.91000000003,49089.07,119685.43000000001,3590.5629,-5590.3035,-38133.58999999998,-41724.15289999998,0.0,-47314.45639999998,0.3505379716861527,-0.11195497587921652,-0.10232071478766755,-0.1269549758792165,,,True,False,True,2
PDV003,2024-08-01,420247.39,388790.88,31456.51,255989.12,42473.37,16323.32,40993.1,68212.0,7091.25,3691.03,446774.29,0.0591,116125.09,Brasilia,Centro-Oeste,Rua,69,2021-09-17,132801.76,58796.69,119987.38,3599.6214,-5831.8632,-45982.31,-49581.9314,0.0,-55413.7946,0.3415763250413693,-0.12752853513436324,-0.11827003246578212,-0.14252853513436323,372686.9,0.04321048043277065,True,False,True,2
PDV003,2024-09-01,412456.75,388067.65,24389.1,241883.83,36769.18,23363.03,41974.44,69449.65,7056.59,3707.52,428988.88,0.0486,125769.48,Brasilia,Centro-Oeste,Rua,69,2021-09-17,146183.82000000004,60132.21,122188.2,3665.6459999999997,-5821.01475,-36136.58999999995,-39802.23599999995,0.0,-45623.250749999956,0.37669674346727955,-0.10256519965011243,-0.093119305358228,-0.11756519965011243,388790.88,-0.0018602030994142593,True,False,True,2
PDV003,2024-10-01,473166.78,450435.32,22731.45,284169.83,45921.92,27482.73,41237.07,67617.97,7072.35,3622.19,507658.76,0.0773,118033.53,Brasilia,Centro-Oeste,Rua,69,2021-09-17,166265.49,73404.65,119549.58000000002,3586.4874000000004,-6756.5298,-26688.74000000002,-30275.22740000002,0.0,-37031.75720000002,0.36912178645315824,-0.06721326249460194,-0.05925099301715509,-0.08221326249460194,388067.65,0.16071339623387826,True,False,True,2
PDV003,2024-11-01,461016.37,432178.83,28837.54,275520.54,39634.35,20559.61,41441.99,69347.9,7308.09,3630.79,497372.86,0.0732,121682.11,Brasilia,Centro-Oeste,Rua,69,2021-09-17,156658.29000000004,60193.96,121728.76999999997,3651.863099999999,-6482.68245,-25264.43999999993,-28916.30309999993,0.0,-35398.985549999925,0.36248487692004727,-0.06690818960290101,-0.05845830069927287,-0.08190818960290101,450435.32,-0.04053076921232557,True,False,True,2
PDV003,2024-12-01,599758.98,559417.9,40341.08,352244.6,53124.13,25843.45,40755.68,67634.4,7905.95,3655.34,637326.03,0.0456,125824.86,Brasilia,Centro-Oeste,Rua,69,2021-09-17,207173.30000000005,78967.58,119951.36999999998,3598.5410999999995,-8391.2685,8254.350000000064,4655.808900000065,0.0,-3735.4595999999356,0.3703372737983537,0.008322595505077805,0.014755248267887145,-0.006677404494922196,432178.83,0.2944130095405182,True,False,False,1
PDV003,2025-01-01,387090.88,363614.61,23476.27,223461.08,36194.57,21269.72,39455.08,64932.81,7508.8,3648.05,410441.83,0.071,119493.1,Brasilia,Centro-Oeste,Rua,69,2021-09-17,140153.53,57464.29,115544.74,3466.3422,-5454.21915,-32855.500000000015,-36321.842200000014,0.0,-41776.06135000001,0.3854452657994133,-0.09989104178184703,-0.09035803044327624,-0.11489104178184703,559417.9,-0.3500125576961338,True,True,True,3
PDV003,2025-02-01,364346.45,338494.68,25851.78,208082.64,33900.12,14609.61,39824.92,67781.88,8597.38,3789.22,375951.33,0.0988,119719.15,Brasilia,Centro-Oeste,Rua,69,2021-09-17,130412.03999999998,48509.73,119993.40000000001,3599.802,-5077.4202,-38091.09000000004,-41690.89200000004,0.0,-46768.312200000044,0.3852705750057873,-0.12316557530534909,-0.1125308380031262,-0.1381655753053491,363614.61,-0.06908394027401699,True,False,True,2
PDV003,2025-03-01,462941.93,435391.89,27550.04,277400.48,52900.81,23680.87,40113.76,69898.66,8034.97,3628.0,484116.61,0.0626,121603.69,Brasilia,Centro-Oeste,Rua,69,2021-09-17,157991.41000000003,76581.68,121675.39000000001,3650.2617000000005,-6530.87835,-40265.659999999974,-43915.92169999998,0.0,-50446.800049999976,0.3628717337844764,-0.10086527266274982,-0.09248141944031152,-0.11586527266274982,338494.68,0.28625918138506634,True,False,True,2
PDV003,2025-04-01,444902.79,417380.19,27522.6,251509.82,44420.9,17344.92,39459.85,68519.25,7130.79,3621.92,465442.64,0.0511,120180.48,Brasilia,Centro-Oeste,Rua,69,2021-09-17,165870.37,61765.82,118731.81,3561.9543,-6260.70285,-14627.26000000001,-18189.21430000001,0.0,-24449.91715000001,0.3974083436973853,-0.04357948636709378,-0.035045410276898885,-0.05857948636709377,435391.89,-0.04136893776317241,True,False,True,2
PDV003,2025-05-01,435902.57,409446.24,26456.34,252434.97,43718.28,20010.37,39095.03,65811.7,7120.78,3665.57,475650.04,0.0926,121496.74,Brasilia,Centro-Oeste,Rua,69,2021-09-17,157011.27,63728.649999999994,115693.08,3470.7924,-6141.6936,-22410.460000000006,-25881.252400000005,0.0,-32022.946000000004,0.3834722477852037,-0.06321037995122389,-0.054733583583524925,-0.07821037995122389,417380.19,-0.019008928047112184,True,False,True,2
PDV003,2025-06-01,458356.76,435857.61,22499.15,268159.78,45399.78,24907.26,40692.48,65148.46,6654.9,3629.33,491995.18,0.0499,114421.1,Brasilia,Centro-Oeste,Rua,69,2021-09-17,167697.82999999996,70307.04,116125.17,3483.7551,-6537.864149999999,-18734.380000000034,-22218.135100000032,0.0,-28755.99925000003,0.3847537043118278,-0.050975673225024186,-0.04298279890076953,-0.06597567322502418,409446.24,0.06450509839826579,True,False,True,2
PDV003,2025-07-01,481190.52,455661.35,25529.17,281922.87,47981.92,17169.91,41637.89,69266.57,7116.83,3817.33,531871.0,0.0472,127883.3,Brasilia,Centro-Oeste,Rua,69,2021-09-17,173738.47999999998,65151.83,121838.62000000001,3655.1586,-6834.920249999999,-13251.97000000003,-16907.12860000003,0.0,-23742.04885000003,0.3812886039160442,-0.037104592259141644,-0.029082936263960135,-0.05210459225914164,435857.61,0.045436260709087906,True,False,True,2
PDV003,2025-08-01,420323.39,399369.28,20954.11,247756.65,41858.16,20894.94,40693.29,70783.32,7508.69,3815.33,450783.4,0.0549,120894.72,Brasilia,Centro-Oeste,Rua,69,2021-09-17,151612.63000000003,62753.100000000006,122800.63000000002,3684.0189000000005,-5990.5392,-33941.09999999999,-37625.118899999994,0.0,-43615.65809999999,0.37963017586129816,-0.09421134970621674,-0.08498675711862462,-0.10921134970621674,455661.35,-0.12353926880127086,True,False,True,2
PDV003,2025-09-01,417103.88,392321.18,24782.7,244445.29,39793.73,24169.34,41260.51,70078.33,7126.96,3723.4,433810.18,0.0971,123191.53,Brasilia,Centro-Oeste,Rua,69,2021-09-17,147875.88999999998,63963.07000000001,122189.2,3665.676,-5884.8177,-38276.38000000002,-41942.05600000002,0.0,-47826.87370000002,0.3769255842878531,-0.10690744761728138,-0.09756388885249585,-0.12190744761728138,399369.28,-0.017648077488584102,True,False,True,2
PDV003,2025-10-01,507303.33,475252.57,32050.76,291987.19,48428.81,26144.98,42435.65,69937.96,7466.85,3763.33,541394.69,0.064,125233.95,Brasilia,Centro-Oeste,Rua,69,2021-09-17,183265.38,74573.79,123603.79000000002,3708.1137000000003,-7128.78855,-14912.200000000012,-18620.313700000013,0.0,-25749.102250000014,0.3856168100258774,-0.03917982747573572,-0.0313774210626573,-0.05417982747573572,392321.18,0.21138647166589375,True,False,True,2
PDV003,2025-11-01,457738.53,429575.98,28162.55,247830.96,39558.66,22163.18,42133.57,67997.07,7022.65,3838.13,500562.97,0.0774,125236.26,Brasilia,Centro-Oeste,Rua,69,2021-09-17,181745.02,61721.840000000004,120991.42000000001,3629.7426,-6443.6397,-968.2400000000198,-4597.982600000019,0.0,-11041.62230000002,0.4230800334785944,-0.010703537474325309,-0.0022539435282205953,-0.02570353747432531,475252.57,-0.09611013781577238,True,False,True,2
PDV003,2025-12-01,611529.41,575136.97,36392.44,354635.78,58531.75,27710.97,40312.6,69555.67,8085.44,3813.94,636187.75,0.0491,124596.1,Brasilia,Centro-Oeste,Rua,69,2021-09-17,220501.18999999994,86242.72,121767.65,3653.0294999999996,-8627.054549999999,12490.819999999949,8837.790499999948,50.57662799998783,160.15932199996146,0.3833890038402504,0.015366410022294252,0.021717991802891665,0.00027847161694363254,429575.98,0.33884806594633154,True,False,False,1
PDV004,2024-07-01,904270.89,854491.65,49779.24,571133.9,132680.08,73954.89,64028.78,128003.28,9166.34,5351.67,968216.16,0.1144,206948.73,Manaus,Norte,Franquia,148,2021-01-04,283357.75,206634.96999999997,206550.07,6196.5021,-12817.374749999999,-129827.28999999998,-136023.7921,0.0,-148841.16684999998,0.331609735449141,-0.1591868008306459,-0.151935118382959,-0.1741868008306459,,,True,False,True,2
PDV004,2024-08-01,835579.9,789125.36,46454.54,524642.57,115540.59,60264.94,63187.17,127573.05,9335.52,5324.04,882475.78,0.0719,213187.76,Manaus,Norte,Franquia,148,2021-01-04,264482.79000000004,175805.53,205419.78,6162.5934,-11836.8804,-116742.51999999996,-122905.11339999996,0.0,-134741.99379999997,0.3351594099066846,-0.1557485282186343,-0.1479391309892765,-0.17074852821863432,854491.65,-0.07649728350183416,True,False,True,2
PDV004,2024-09-01,759767.15,721214.29,38552.86,473199.18,104399.34,51660.57,63266.28,129918.84,9198.85,5340.6,815508.48,0.1021,219210.13,Manaus,Norte,Franquia,148,2021-01-04,248015.11000000004,156059.91,207724.57,6231.7371,-10818.21435,-115769.36999999997,-122001.10709999996,0.0,-132819.32144999996,0.34388546294611,-0.16916069022980668,-0.1605200723352278,-0.18416069022980666,789125.36,-0.08605865866482854,True,False,True,2
PDV004,2024-10-01,832266.55,783267.44,48999.11,525584.14,120250.24,59064.04,61674.79,130655.22,8914.3,5310.21,897864.29,0.0866,217624.56,Manaus,Norte,Franquia,148,2021-01-04,257683.29999999993,179314.28,206554.52,6196.6356,-11749.011599999998,-128185.50000000006,-134382.13560000007,0.0,-146131.14720000006,0.32898507820010997,-0.17156609446193766,-0.16365483033483438,-0.18656609446193764,721214.29,0.08603982319873316,True,False,True,2
